event_id,customer_id,feature,action,timestamp,session_id,user_agent
EVT-002452,CUST-142,reporting,disabled,2024-03-12T08:51:40Z,d6b9e4a4-aded-496e-a991-5cb155492676,Opera/9.78.(Windows NT 10.0; kok-IN) Presto/2.9.180 Version/11.00
EVT-002453,CUST-186,user_management,disabled,2024-03-26T11:17:22Z,973b62b0-de15-42e9-a59b-8bf1eeed8d1d,Opera/8.15.(X11; Linux i686; et-EE) Presto/2.9.165 Version/11.00
EVT-002454,CUST-381,api_gateway,configured,2024-03-01T16:35:03Z,0faea29a-04a5-464c-bd7f-c8e64086d68b,Opera/9.82.(Windows NT 6.2; bho-IN) Presto/2.9.187 Version/10.00
EVT-002455,CUST-193,webhooks,used,2024-03-04T07:33:14Z,19c972ae-d886-4323-968f-8c76782627dc,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/7092-01-14 13:31:28 Firefox/3.6.3
EVT-002456,CUST-248,workflow_builder,configured,2024-03-02T02:15:39Z,c624b618-21aa-4c0d-b0fc-171b3b3fb30f,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/23.0.833.0 Safari/531.0"
EVT-002457,CUST-336,workflow_builder,enabled,2024-03-16T21:40:11Z,6171202d-f922-4741-929d-646a9aaaa0fc,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/60.0.862.0 Safari/536.1"
EVT-002458,CUST-345,reporting,used,2024-03-16T19:13:06Z,98f02d68-0a2c-4d86-b706-0c7aa45617ce,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) CriOS/33.0.876.0 Mobile/36G027 Safari/534.0"
EVT-002459,CUST-349,api_gateway,configured,2024-03-02T12:22:56Z,735230ea-b52b-468a-b87f-6169927af8e5,Opera/8.18.(Windows NT 5.2; fil-PH) Presto/2.9.166 Version/12.00
EVT-002460,CUST-053,export_tools,disabled,2024-03-07T16:28:02Z,9810e6fe-2a8a-4c28-aea3-21b647845969,Mozilla/5.0 (Android 3.2.2; Mobile; rv:24.0) Gecko/24.0 Firefox/24.0
EVT-002461,CUST-046,workflow_builder,configured,2024-03-19T11:41:38Z,aa53df33-85bc-444a-86ba-77aeace3ccdc,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; is-IS) AppleWebKit/532.37.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6532.37.6"
EVT-002462,CUST-184,bulk_import,used,2024-03-16T14:14:12Z,e284ccd7-ba37-41a9-8ffd-46a9d1a9f011,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_0; rv:1.9.5.20) Gecko/8163-10-19 05:43:36 Firefox/12.0
EVT-002463,CUST-012,webhooks,enabled,2024-03-17T09:38:53Z,48fe3083-74d5-4f12-ae67-cc6c64d11a12,Opera/8.56.(X11; Linux x86_64; fa-IR) Presto/2.9.168 Version/12.00
EVT-002464,CUST-333,reporting,viewed,2024-03-04T20:20:29Z,de938def-617d-4927-a575-57edf4427dd7,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/5.1)
EVT-002465,CUST-448,user_management,disabled,2024-03-19T15:58:22Z,d6a016b1-aa21-40c4-a2e9-b52c9245b54c,Mozilla/5.0 (Android 4.2.2; Mobile; rv:66.0) Gecko/66.0 Firefox/66.0
EVT-002466,CUST-462,integrations,viewed,2024-03-22T18:18:32Z,d763dc85-2ba7-4ca2-8442-49f1d24d7748,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 10.0; Trident/3.0)
EVT-002467,CUST-201,reporting,enabled,2024-03-23T13:29:15Z,45499916-51f6-400b-ae1f-fad006019d55,"Mozilla/5.0 (iPad; CPU iPad OS 13_5_1 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) FxiOS/16.1v0915.0 Mobile/15Z243 Safari/532.1"
EVT-002468,CUST-284,export_tools,used,2024-03-15T12:19:25Z,70358c97-6f53-4df3-8fce-15b176aab616,Opera/8.69.(Windows NT 4.0; et-EE) Presto/2.9.180 Version/10.00
EVT-002469,CUST-419,webhooks,disabled,2024-03-05T00:31:14Z,07a84413-bcaf-4e87-a8b7-34dcfb8fe799,Opera/8.27.(X11; Linux i686; az-AZ) Presto/2.9.183 Version/10.00
EVT-002470,CUST-114,webhooks,error,2024-03-27T18:15:56Z,f84d5d6f-d6dc-4f7e-bfe2-050b4b58eb53,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/3.1)
EVT-002471,CUST-221,bulk_import,error,2024-03-11T14:07:16Z,4c1c946b-a3e2-49c0-9b22-e53364485715,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_0; rv:1.9.4.20) Gecko/2977-12-22 18:45:34 Firefox/15.0
EVT-002472,CUST-092,api_gateway,used,2024-03-19T22:26:44Z,1335d076-34fa-4d14-b7bf-688aaf5ff501,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/48.0.840.0 Safari/533.1"
EVT-002473,CUST-122,audit_log,used,2024-03-16T21:30:33Z,911a4f39-0561-49d8-a734-086c55068e72,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 4.0; Trident/5.0)
EVT-002474,CUST-489,webhooks,configured,2024-03-27T21:26:33Z,0d3f8431-7960-4463-b534-2ea0ee6bc5ad,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/5349-12-06 04:52:16 Firefox/3.6.4
EVT-002475,CUST-297,reporting,error,2024-03-27T02:12:37Z,2520c9a5-704f-46f7-81c3-f43d2547b8a9,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/5.1)
EVT-002476,CUST-326,bulk_import,used,2024-03-24T17:12:49Z,bf63b3d7-b97f-4e8a-904d-9ee252253ff0,Mozilla/5.0 (Android 2.3.3; Mobile; rv:22.0) Gecko/22.0 Firefox/22.0
EVT-002477,CUST-309,export_tools,enabled,2024-03-10T19:29:29Z,bba4b1a0-4e4f-4666-a60c-99f5db8d00d0,"Mozilla/5.0 (iPad; CPU iPad OS 16_7_7 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) CriOS/40.0.835.0 Mobile/94I925 Safari/533.2"
EVT-002478,CUST-172,audit_log,used,2024-03-21T00:52:02Z,099b4746-1540-4212-a0f4-3a981003667c,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 10.0; Trident/3.0)
EVT-002479,CUST-445,reporting,configured,2024-03-10T10:24:04Z,25fe6e7b-77e4-4b63-a0c2-7c6cb2e71ac1,Mozilla/5.0 (compatible; MSIE 6.0; Windows 95; Trident/5.1)
EVT-002480,CUST-275,custom_fields,configured,2024-03-02T13:34:10Z,9e167c19-7f68-433f-b882-d3007e222edf,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/532.43.4 (KHTML, like Gecko) Version/5.0 Safari/532.43.4"
EVT-002481,CUST-309,bulk_import,disabled,2024-03-12T14:29:49Z,fe4d2f7a-18da-482e-8310-adeebe0dc5bc,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/3.0)
EVT-002482,CUST-464,automation_rules,used,2024-03-28T13:12:13Z,3fbb0308-abfd-45aa-ae27-88958fda7169,Opera/8.20.(Windows 98; zu-ZA) Presto/2.9.180 Version/10.00
EVT-002483,CUST-279,webhooks,configured,2024-03-02T21:26:00Z,eac3c934-f97f-42be-9386-2828723b4143,Mozilla/5.0 (Android 4.0.1; Mobile; rv:31.0) Gecko/31.0 Firefox/31.0
EVT-002484,CUST-366,export_tools,configured,2024-03-17T10:52:09Z,a48c6a92-6786-4f02-b3c3-fbf7641b6de8,Opera/8.93.(Windows 95; lb-LU) Presto/2.9.160 Version/12.00
EVT-002485,CUST-428,reporting,disabled,2024-03-25T02:04:26Z,ebe4ac40-d4db-4325-96fa-721809737505,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/58.0.875.0 Safari/536.2"
EVT-002486,CUST-438,workflow_builder,configured,2024-03-04T02:52:46Z,0c55042d-6476-42d7-90da-64036af3a358,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/3.0)
EVT-002487,CUST-164,custom_fields,disabled,2024-03-25T09:28:08Z,94cd85b8-179b-4887-a620-2ac270b21f07,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_7) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/41.0.835.0 Safari/536.2"
EVT-002488,CUST-418,custom_fields,viewed,2024-03-03T15:59:43Z,ff301327-b16f-40a8-b813-4e0005f65fde,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_8) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/28.0.871.0 Safari/533.0"
EVT-002489,CUST-377,reporting,viewed,2024-03-08T00:45:37Z,d9aedffb-712d-4810-ade9-b2668e229987,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)
EVT-002490,CUST-462,reporting,used,2024-03-09T05:54:25Z,f1479ff2-5332-4805-8b71-fe1cc5a3365c,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/13.0.866.0 Safari/533.0"
EVT-002491,CUST-070,reporting,disabled,2024-03-23T10:30:27Z,3d44f271-d8d9-4214-a6f8-454d80b60ff3,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 11.0; Trident/4.0)
EVT-002492,CUST-076,custom_fields,error,2024-03-12T10:33:52Z,064b603d-9d51-4ba2-af73-bf1d98e74b9b,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/534.23.4 (KHTML, like Gecko) Version/5.0.1 Safari/534.23.4"
EVT-002493,CUST-431,reporting,enabled,2024-03-15T09:12:28Z,beaee5c1-49f7-4a2b-9708-f85bc8b94082,Opera/8.69.(X11; Linux i686; nds-DE) Presto/2.9.164 Version/12.00
EVT-002494,CUST-304,user_management,error,2024-03-08T18:33:40Z,71a41e7c-e1ac-4db3-970e-773ab097e735,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_5; rv:1.9.3.20) Gecko/8293-09-30 23:49:10 Firefox/3.8
EVT-002495,CUST-301,webhooks,configured,2024-03-01T11:17:10Z,1591f84f-691e-4cd2-b0de-79078e740bbc,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/3.0)
EVT-002496,CUST-344,workflow_builder,disabled,2024-03-01T21:05:56Z,70f05755-c4ac-4bb4-ad04-9d94ab6c940a,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_7; rv:1.9.6.20) Gecko/2370-02-14 01:15:18 Firefox/3.6.20
EVT-002497,CUST-282,export_tools,disabled,2024-03-02T01:56:22Z,e5c1f69a-f9fb-4715-8a1c-334611c3aff3,"Mozilla/5.0 (iPad; CPU iPad OS 2_2_1 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) FxiOS/12.8w9782.0 Mobile/01K066 Safari/535.1"
EVT-002498,CUST-105,dashboard,used,2024-03-25T07:31:24Z,86e9d465-3192-4bd4-a63f-305c8cefd8c6,Mozilla/5.0 (Windows NT 6.1; sl-SI; rv:1.9.0.20) Gecko/5411-03-18 11:04:20 Firefox/3.6.20
EVT-002499,CUST-432,reporting,used,2024-03-21T22:11:20Z,83ff578b-0fe6-42a2-9be1-c02213614113,Mozilla/5.0 (Android 4.4.4; Mobile; rv:12.0) Gecko/12.0 Firefox/12.0
EVT-002500,CUST-165,webhooks,used,2024-03-30T05:59:49Z,553bb81b-ddfe-4de6-b24b-3414727e2c02,Mozilla/5.0 (compatible; MSIE 5.0; Windows 95; Trident/4.0)
EVT-002501,CUST-466,api_gateway,disabled,2024-03-21T22:40:08Z,7bf20b0c-5195-4a19-bff9-ad36f8c7e94f,Opera/8.37.(X11; Linux i686; uk-UA) Presto/2.9.172 Version/11.00
EVT-002502,CUST-060,dashboard,error,2024-03-05T02:20:14Z,44e546c3-1165-47e4-a398-dadbff57dbd7,Mozilla/5.0 (Android 3.2.4; Mobile; rv:12.0) Gecko/12.0 Firefox/12.0
EVT-002503,CUST-309,bulk_import,error,2024-03-09T07:48:58Z,ab716327-7e1b-46bf-947c-91cb078c2d91,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/4.1)
EVT-002504,CUST-227,user_management,error,2024-03-29T20:07:35Z,0f68fe5e-b9c7-4a24-a5ed-6fcd06910fc0,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/51.0.883.0 Safari/536.2"
EVT-002505,CUST-092,integrations,enabled,2024-03-01T14:37:48Z,e2cd7f23-1d4e-4871-9834-732e487a8da7,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/2129-07-05 06:10:22 Firefox/3.6.5
EVT-002506,CUST-435,webhooks,configured,2024-03-08T07:31:12Z,9410d11e-db25-4e02-8c91-76cbaf9327ef,Mozilla/5.0 (compatible; MSIE 8.0; Windows 95; Trident/4.1)
EVT-002507,CUST-291,integrations,used,2024-03-18T03:30:42Z,dd98449d-7eb0-4da8-828d-2b98e2ac2eda,Opera/8.18.(Windows NT 5.2; zu-ZA) Presto/2.9.179 Version/12.00
EVT-002508,CUST-120,integrations,viewed,2024-03-11T19:24:52Z,a7b1e576-ba82-4862-8fec-03b3f1e2c528,Opera/8.44.(Windows NT 10.0; xh-ZA) Presto/2.9.186 Version/11.00
EVT-002509,CUST-004,automation_rules,used,2024-03-21T15:20:30Z,8a48d376-82ed-4591-bd70-6c96db8d57d9,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 11.0; Trident/5.1)
EVT-002510,CUST-134,export_tools,used,2024-03-22T21:09:44Z,5a6a515d-e042-4c03-99ee-1215101231ed,"Mozilla/5.0 (Windows; U; Windows NT 11.0) AppleWebKit/532.18.6 (KHTML, like Gecko) Version/5.0.2 Safari/532.18.6"
EVT-002511,CUST-007,dashboard,error,2024-03-28T19:29:31Z,fed6443a-e5a1-4a57-9d83-b07327e4f5d8,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/3.1)
EVT-002512,CUST-084,api_gateway,enabled,2024-03-01T07:43:35Z,8670bf5d-83fb-4a1d-ac9f-aa95b2e9c75a,Opera/9.94.(X11; Linux i686; shs-CA) Presto/2.9.172 Version/10.00
EVT-002513,CUST-279,webhooks,enabled,2024-03-19T09:02:41Z,4eadfa0f-2a61-4e80-bcd5-f6c12c91bf45,Opera/9.34.(X11; Linux x86_64; cmn-TW) Presto/2.9.171 Version/11.00
EVT-002514,CUST-143,custom_fields,configured,2024-03-15T01:45:05Z,8979eeee-f15f-4603-8834-55877afd27ce,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/43.0.810.0 Safari/533.1"
EVT-002515,CUST-024,export_tools,used,2024-03-06T09:25:49Z,bf29d84c-4f8b-40fb-ab6b-f5596c983b07,Opera/8.74.(X11; Linux x86_64; os-RU) Presto/2.9.165 Version/12.00
EVT-002516,CUST-469,automation_rules,used,2024-03-29T11:15:15Z,76e5b791-4fe0-41b4-ae1e-c2fa237c5905,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; ne-NP) AppleWebKit/532.9.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6532.9.3"
EVT-002517,CUST-185,reporting,viewed,2024-03-05T07:46:53Z,896a3426-74c3-4f94-957f-e0592414d868,Mozilla/5.0 (compatible; MSIE 6.0; Windows CE; Trident/4.0)
EVT-002518,CUST-307,webhooks,disabled,2024-03-06T23:58:18Z,fb2876cd-0e1f-4464-80b4-931f98fff28f,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/30.0.816.0 Safari/535.0"
EVT-002519,CUST-177,apiGateway,used,2024-03-18T11:46:08Z,007e364c-f7cb-4f85-9a89-864ac83d759a,Opera/9.95.(X11; Linux i686; nds-NL) Presto/2.9.175 Version/12.00
EVT-002520,CUST-362,custom_fields,configured,2024-03-23T03:44:52Z,ded907ca-d3a3-4deb-b28a-09bf9b1091ac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/28.0.831.0 Safari/532.0"
EVT-002521,CUST-141,audit_log,configured,2024-03-04T21:33:24Z,53d7690e-737e-4cd8-a74b-a244b2b73164,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; niu-NZ) AppleWebKit/531.19.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6531.19.5"
EVT-002522,CUST-073,bulk_import,configured,2024-03-16T14:35:59Z,1125312c-0a86-4d54-afc5-b3b93238a2f4,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.0; Trident/4.1)
EVT-002523,CUST-249,custom_fields,configured,2024-03-04T17:52:41Z,dd3e570d-ea18-4d37-8dfa-cce4636b0fae,Mozilla/5.0 (Windows NT 6.1; mn-MN; rv:1.9.0.20) Gecko/6449-02-12 00:37:50 Firefox/3.6.17
EVT-002524,CUST-189,user_management,disabled,2024-03-26T09:44:13Z,442fec0e-2cc7-4bac-945a-9fc09d3c8f3d,Opera/9.79.(Windows CE; tt-RU) Presto/2.9.161 Version/11.00
EVT-002525,CUST-076,audit_log,used,2024-03-22T11:49:01Z,936aff13-0f4c-4056-ab63-5065e65054dc,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; dv-MV) AppleWebKit/532.33.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B111 Safari/6532.33.4"
EVT-002526,CUST-433,workflow_builder,used,2024-03-30T23:47:58Z,f9fb6273-ad74-4c20-87c2-44cff35c8709,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.0; Trident/4.1)
EVT-002527,CUST-225,audit_log,enabled,2024-03-22T05:21:44Z,6f406825-1420-4dc9-ad01-fcfffbf87ff0,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; ast-ES) AppleWebKit/531.47.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B112 Safari/6531.47.6"
EVT-002528,CUST-453,workflow_builder,disabled,2024-03-09T07:25:53Z,d1f29719-1e56-4f21-b358-5dfdc4cf769e,Mozilla/5.0 (compatible; MSIE 6.0; Windows CE; Trident/4.0)
EVT-002529,CUST-060,reporting,disabled,2024-03-10T11:16:32Z,4311c6d0-7e5c-497c-9b93-f3f5ea6c73f0,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/2946-09-15 00:13:44 Firefox/3.6.4
EVT-002530,CUST-287,audit_log,error,2024-03-25T14:34:38Z,e6aab28f-066a-4f4b-a5de-0d3ac942d852,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_0 rv:6.0; bs-BA) AppleWebKit/531.5.4 (KHTML, like Gecko) Version/4.0.1 Safari/531.5.4"
EVT-002531,CUST-321,api_gateway,viewed,2024-03-13T02:54:51Z,32138519-fba8-47ed-9839-b538a1b4eca4,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.1; Trident/3.0)
EVT-002532,CUST-158,integrations,used,2024-03-02T07:45:43Z,955917d6-d9aa-4092-80c3-77280f0eeb9d,Opera/8.55.(Windows 98; lzh-TW) Presto/2.9.170 Version/10.00
EVT-002533,CUST-079,bulk_import,used,2024-03-28T04:55:42Z,c565566a-cb5c-4473-add7-549e386eaf14,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.2; Trident/3.1)
EVT-002534,CUST-093,reporting,viewed,2024-03-06T02:31:09Z,8f82f371-ff5f-45e0-bd18-6564ad5a4a37,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; tcy-IN) AppleWebKit/535.42.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B112 Safari/6535.42.6"
EVT-002535,CUST-101,export_tools,viewed,2024-03-04T15:04:09Z,35d76ead-bb72-4db4-91f6-b5d3678ec215,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_8 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) FxiOS/12.9u1038.0 Mobile/11G935 Safari/536.1"
EVT-002536,CUST-229,webhooks,disabled,2024-03-20T11:34:48Z,03962951-9704-4c60-a4f7-a71d42ab7894,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_4_1 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) CriOS/16.0.847.0 Mobile/89U258 Safari/535.2"
EVT-002537,CUST-404,workflow_builder,used,2024-03-06T03:16:17Z,911e7d68-68d5-491c-8e12-67a6ca44b717,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.0; Trident/3.0)
EVT-002538,CUST-180,integrations,disabled,2024-03-30T19:08:22Z,7570ea8f-853f-4c64-8083-a88f74f83f11,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0 rv:2.0; li-BE) AppleWebKit/531.13.3 (KHTML, like Gecko) Version/4.0.5 Safari/531.13.3"
EVT-002539,CUST-357,bulk_import,error,2024-03-19T01:59:12Z,09863425-009a-4949-8892-3f0ce0ee9c89,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 11.0; Trident/4.1)
EVT-002540,CUST-346,api_gateway,configured,2024-03-12T11:09:39Z,b946a2f4-1bf1-4566-a83c-4511ba686bf1,Mozilla/5.0 (Windows 98; ig-NG; rv:1.9.0.20) Gecko/3737-01-18 13:32:15 Firefox/14.0
EVT-002541,CUST-003,audit_log,configured,2024-03-03T15:36:54Z,d9db71ed-e283-48a0-98a3-0a0c1c55b49e,Mozilla/5.0 (compatible; MSIE 9.0; Windows CE; Trident/3.1)
EVT-002542,CUST-076,bulk_import,viewed,2024-03-04T13:00:49Z,99524561-09ac-4640-b412-b428c008d638,Opera/8.25.(X11; Linux x86_64; doi-IN) Presto/2.9.186 Version/10.00
EVT-002543,CUST-272,automation_rules,configured,2024-03-08T08:25:12Z,69b5d3d9-c9b2-417d-915b-ae2b63548ce0,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_0 rv:2.0; br-FR) AppleWebKit/533.34.1 (KHTML, like Gecko) Version/4.0.1 Safari/533.34.1"
EVT-002544,CUST-452,reporting,viewed,2024-03-24T14:34:05Z,a689b0c4-63e3-4bc4-bca8-9f60a02a4c45,Opera/8.59.(X11; Linux i686; fo-FO) Presto/2.9.177 Version/12.00
EVT-002545,CUST-009,api_gateway,disabled,2024-03-08T17:22:51Z,4b1e4ee0-1974-448a-8eb3-cc3f8143d2c5,Mozilla/5.0 (Android 12; Mobile; rv:27.0) Gecko/27.0 Firefox/27.0
EVT-002546,CUST-032,webhooks,used,2024-03-13T14:07:38Z,f4184dc9-4964-41d1-b784-6e4a2f5dcc06,"Mozilla/5.0 (Linux; Android 7.1) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/29.0.831.0 Safari/531.1"
EVT-002547,CUST-204,webhooks,disabled,2024-03-26T17:11:24Z,4e344bcb-8d3b-4256-a0d2-b21232c06c46,Mozilla/5.0 (Windows NT 6.1; hr-HR; rv:1.9.0.20) Gecko/8716-01-02 00:35:42 Firefox/12.0
EVT-002548,CUST-190,custom_fields,enabled,2024-03-05T09:30:40Z,2374585c-e23a-4e2b-8f7a-795b37fb6742,Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/3.0)
EVT-002549,CUST-258,dashboard,disabled,2024-03-12T17:25:03Z,10df94a8-35ff-4218-9cf5-84211d95dbe3,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 4.0; Trident/4.0)
EVT-002550,CUST-041,webhooks,disabled,2024-03-26T16:23:31Z,77086eea-3f92-4258-8830-eb0d156a0e9a,Opera/8.27.(X11; Linux i686; lzh-TW) Presto/2.9.181 Version/12.00
EVT-002551,CUST-450,automation_rules,used,2024-03-13T00:30:31Z,7968e752-f73d-47de-ba79-e8e2e43d9011,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_6) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/55.0.875.0 Safari/536.0"
EVT-002552,CUST-264,audit_log,disabled,2024-03-05T22:20:13Z,b0e4fe98-72a5-4eb6-9aa2-e68c03f2674b,Opera/9.61.(X11; Linux x86_64; tig-ER) Presto/2.9.174 Version/10.00
EVT-002553,CUST-409,reporting,error,2024-03-12T00:08:20Z,692f45de-9092-4918-b7bf-87d130a3de0c,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/531.3.4 (KHTML, like Gecko) Version/4.1 Safari/531.3.4"
EVT-002554,CUST-284,automation_rules,viewed,2024-03-13T08:19:12Z,20eb0ded-2473-4bc4-882e-2bb8bb72e5de,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; Trident/3.0)
EVT-002555,CUST-265,reporting,enabled,2024-03-16T00:27:05Z,2367efd4-e8e7-453e-b7bd-8623a62157ac,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) FxiOS/14.4p6970.0 Mobile/66V974 Safari/534.0"
EVT-002556,CUST-243,dashboard,viewed,2024-03-27T14:42:18Z,66fffbf4-2e88-474c-82ad-b4bc66910105,Mozilla/5.0 (compatible; MSIE 6.0; Windows CE; Trident/4.0)
EVT-002557,CUST-192,dashboard,disabled,2024-03-22T12:42:43Z,56c3587b-4d65-4bef-972c-be87b951a832,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; gd-GB) AppleWebKit/535.47.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6535.47.3"
EVT-002558,CUST-317,api_gateway,viewed,2024-03-13T00:54:43Z,10c329a6-a087-4e20-b5a3-317cb197252b,"Mozilla/5.0 (iPad; CPU iPad OS 3_2_2 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) CriOS/31.0.839.0 Mobile/44E400 Safari/534.2"
EVT-002559,CUST-404,bulk_import,used,2024-03-23T03:05:03Z,ff8f1f51-c92b-4498-a5b1-87f7c17afca1,Opera/8.72.(Windows 98; se-NO) Presto/2.9.173 Version/10.00
EVT-002560,CUST-217,automation_rules,viewed,2024-03-29T04:56:49Z,3862f76c-a505-4584-b0c6-9cd0b7835134,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.1)
EVT-002561,CUST-221,api_gateway,configured,2024-03-05T01:02:29Z,bda8a773-8493-4cb0-b8ee-2581702ae3c2,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.2; Trident/3.1)
EVT-002562,CUST-075,reporting,configured,2024-03-01T21:56:18Z,fcd81879-b10d-40c0-bc2c-afa2e55ed574,Mozilla/5.0 (Windows NT 5.1; tcy-IN; rv:1.9.2.20) Gecko/7542-06-29 15:38:05 Firefox/14.0
EVT-002563,CUST-301,dashboard,used,2024-03-01T23:43:12Z,c6b68fb6-1a97-43bc-b222-8d237c24a244,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Win 9x 4.90; Trident/4.0)
EVT-002564,CUST-197,reporting,used,2024-03-11T12:46:04Z,2ce7a792-9676-4313-99f8-16b1f627631e,"Mozilla/5.0 (Linux; Android 4.2) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/53.0.868.0 Safari/536.0"
EVT-002565,CUST-474,custom_fields,disabled,2024-03-01T12:38:20Z,c26172af-27db-4c47-a99b-e1d84edb5282,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.0)
